order_id,order_datetime,order_date,channel,product,quantity,unit_price,discount,net_sales,gst,total_bill,payment_method
115445,2025-11-13 15:10:00,2025-11-13,Dine-in,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Card
115446,2025-11-13 16:38:00,2025-11-13,Takeaway,Butter Chicken,1,320,0.0,320.0,16.0,336.0,UPI
115447,2025-11-13 19:17:00,2025-11-13,Zomato,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,UPI
115447,2025-11-13 19:17:00,2025-11-13,Zomato,Paneer Tikka,1,240,0.0,240.0,12.0,252.0,UPI
115448,2025-11-13 18:43:00,2025-11-13,Dine-in,Butter Chicken,1,320,0.0,320.0,16.0,336.0,Card
115449,2025-11-13 19:49:00,2025-11-13,Dine-in,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Card
115449,2025-11-13 19:49:00,2025-11-13,Dine-in,Mutton Biryani,1,360,30.0,330.0,16.5,346.5,UPI
115449,2025-11-13 19:49:00,2025-11-13,Dine-in,Veg Biryani,1,220,0.0,220.0,11.0,231.0,UPI
115450,2025-11-13 19:59:00,2025-11-13,Takeaway,Garlic Naan,2,70,0.0,140.0,7.0,147.0,Card
115450,2025-11-13 19:59:00,2025-11-13,Takeaway,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,Card
115451,2025-11-13 14:01:00,2025-11-13,Swiggy,Paneer Tikka,2,240,0.0,480.0,24.0,504.0,UPI
115451,2025-11-13 14:01:00,2025-11-13,Swiggy,Masala Dosa,1,140,0.0,140.0,7.0,147.0,Card
115452,2025-11-13 17:50:00,2025-11-13,Swiggy,Garlic Naan,1,70,0.0,70.0,3.5,73.5,UPI
115452,2025-11-13 17:50:00,2025-11-13,Swiggy,Lime Soda,1,80,0.0,80.0,4.0,84.0,UPI
115453,2025-11-13 18:26:00,2025-11-13,Swiggy,Masala Dosa,2,140,0.0,280.0,14.0,294.0,Card
115453,2025-11-13 18:26:00,2025-11-13,Swiggy,Paneer Butter Masala,1,260,0.0,260.0,13.0,273.0,UPI
115454,2025-11-13 20:04:00,2025-11-13,Dine-in,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,Card
115455,2025-11-13 18:12:00,2025-11-13,Dine-in,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,UPI
115455,2025-11-13 18:12:00,2025-11-13,Dine-in,Garlic Naan,2,70,0.0,140.0,7.0,147.0,UPI
115456,2025-11-13 21:17:00,2025-11-13,Zomato,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,UPI
115456,2025-11-13 21:17:00,2025-11-13,Zomato,Paneer Tikka,1,240,20.0,220.0,11.0,231.0,Card
115457,2025-11-13 12:21:00,2025-11-13,Dine-in,Masala Dosa,1,140,21.0,119.0,5.95,124.95,UPI
115457,2025-11-13 12:21:00,2025-11-13,Dine-in,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Card
115458,2025-11-13 11:41:00,2025-11-13,Zomato,Chicken Biryani,2,280,0.0,560.0,28.0,588.0,Card
115458,2025-11-13 11:41:00,2025-11-13,Zomato,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,Cash
115459,2025-11-13 19:30:00,2025-11-13,Takeaway,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,UPI
115459,2025-11-13 19:30:00,2025-11-13,Takeaway,Masala Dosa,1,140,0.0,140.0,7.0,147.0,Card
115460,2025-11-13 19:03:00,2025-11-13,Dine-in,Lime Soda,1,80,0.0,80.0,4.0,84.0,Card
115461,2025-11-13 12:10:00,2025-11-13,Takeaway,Chicken Biryani,2,280,0.0,560.0,28.0,588.0,Card
115461,2025-11-13 12:10:00,2025-11-13,Takeaway,Paneer Butter Masala,1,260,0.0,260.0,13.0,273.0,Cash
115462,2025-11-13 15:40:00,2025-11-13,Swiggy,Butter Chicken,2,320,0.0,640.0,32.0,672.0,UPI
115462,2025-11-13 15:40:00,2025-11-13,Swiggy,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,UPI
115463,2025-11-13 19:04:00,2025-11-13,Dine-in,Mutton Biryani,1,360,10.0,350.0,17.5,367.5,Cash
115464,2025-11-13 17:41:00,2025-11-13,Dine-in,Veg Biryani,1,220,0.0,220.0,11.0,231.0,UPI
115465,2025-11-13 17:43:00,2025-11-13,Dine-in,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,Card
115466,2025-11-13 14:36:00,2025-11-13,Zomato,Lime Soda,2,80,0.0,160.0,8.0,168.0,Card
115467,2025-11-13 15:36:00,2025-11-13,Dine-in,Paneer Butter Masala,1,260,0.0,260.0,13.0,273.0,Card
115468,2025-11-13 19:10:00,2025-11-13,Dine-in,Chicken Biryani,1,280,30.0,250.0,12.5,262.5,UPI
115469,2025-11-13 22:59:00,2025-11-13,Zomato,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,UPI
115469,2025-11-13 22:59:00,2025-11-13,Zomato,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,UPI
115470,2025-11-13 20:07:00,2025-11-13,Dine-in,Veg Biryani,1,220,0.0,220.0,11.0,231.0,UPI
115471,2025-11-13 18:25:00,2025-11-13,Dine-in,Paneer Butter Masala,1,260,0.0,260.0,13.0,273.0,Cash
115472,2025-11-13 20:08:00,2025-11-13,Takeaway,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,UPI
115472,2025-11-13 20:08:00,2025-11-13,Takeaway,Paneer Tikka,2,240,10.0,470.0,23.5,493.5,UPI
115473,2025-11-13 19:24:00,2025-11-13,Zomato,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,Cash
115473,2025-11-13 19:24:00,2025-11-13,Zomato,Lime Soda,1,80,0.0,80.0,4.0,84.0,UPI
115474,2025-11-13 12:15:00,2025-11-13,Takeaway,Butter Chicken,2,320,20.0,620.0,31.0,651.0,UPI
115475,2025-11-13 22:17:00,2025-11-13,Dine-in,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Card
115476,2025-11-13 19:38:00,2025-11-13,Zomato,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,UPI
115477,2025-11-13 20:58:00,2025-11-13,Swiggy,Butter Chicken,1,320,0.0,320.0,16.0,336.0,Cash
115477,2025-11-13 20:58:00,2025-11-13,Swiggy,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,UPI
115477,2025-11-13 20:58:00,2025-11-13,Swiggy,Paneer Butter Masala,1,260,0.0,260.0,13.0,273.0,Card
115478,2025-11-13 14:17:00,2025-11-13,Dine-in,Paneer Tikka,1,240,0.0,240.0,12.0,252.0,UPI
115479,2025-11-13 17:51:00,2025-11-13,Takeaway,Chicken Biryani,1,280,10.0,270.0,13.5,283.5,UPI
115479,2025-11-13 17:51:00,2025-11-13,Takeaway,Paneer Tikka,1,240,0.0,240.0,12.0,252.0,UPI
115480,2025-11-13 19:24:00,2025-11-13,Dine-in,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Card
115481,2025-11-13 14:43:00,2025-11-13,Dine-in,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Cash
115481,2025-11-13 14:43:00,2025-11-13,Dine-in,Paneer Tikka,1,240,20.0,220.0,11.0,231.0,UPI
115482,2025-11-13 19:29:00,2025-11-13,Takeaway,Chicken Biryani,2,280,10.0,550.0,27.5,577.5,UPI
115483,2025-11-13 11:14:00,2025-11-13,Dine-in,Paneer Butter Masala,2,260,0.0,520.0,26.0,546.0,UPI
115484,2025-11-13 17:18:00,2025-11-13,Dine-in,Lime Soda,1,80,10.0,70.0,3.5,73.5,Cash
115485,2025-11-13 17:59:00,2025-11-13,Takeaway,Veg Biryani,2,220,30.0,410.0,20.5,430.5,Card
115486,2025-11-13 20:51:00,2025-11-13,Dine-in,Garlic Naan,2,70,0.0,140.0,7.0,147.0,Card
115487,2025-11-13 22:27:00,2025-11-13,Swiggy,Paneer Tikka,1,240,0.0,240.0,12.0,252.0,Card
115488,2025-11-13 18:41:00,2025-11-13,Zomato,Lime Soda,1,80,10.0,70.0,3.5,73.5,UPI
115488,2025-11-13 18:41:00,2025-11-13,Zomato,Garlic Naan,1,70,10.5,59.5,2.98,62.48,UPI
115489,2025-11-14 12:24:00,2025-11-14,Dine-in,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,UPI
115490,2025-11-14 18:09:00,2025-11-14,Swiggy,Butter Chicken,2,320,0.0,640.0,32.0,672.0,Cash
115490,2025-11-14 18:09:00,2025-11-14,Swiggy,Gulab Jamun,1,90,0.0,90.0,4.5,94.5,Card
115491,2025-11-14 14:13:00,2025-11-14,Dine-in,Veg Biryani,1,220,0.0,220.0,11.0,231.0,UPI
115491,2025-11-14 14:13:00,2025-11-14,Dine-in,Paneer Butter Masala,1,260,20.0,240.0,12.0,252.0,Card
115492,2025-11-14 20:05:00,2025-11-14,Swiggy,Garlic Naan,1,70,0.0,70.0,3.5,73.5,UPI
115492,2025-11-14 20:05:00,2025-11-14,Swiggy,Paneer Butter Masala,3,260,0.0,780.0,39.0,819.0,Card
115493,2025-11-14 12:40:00,2025-11-14,Dine-in,Chicken Biryani,1,280,30.0,250.0,12.5,262.5,UPI
115493,2025-11-14 12:40:00,2025-11-14,Dine-in,Masala Dosa,1,140,0.0,140.0,7.0,147.0,Card
115493,2025-11-14 12:40:00,2025-11-14,Dine-in,Butter Chicken,1,320,10.0,310.0,15.5,325.5,Card
115494,2025-11-14 20:55:00,2025-11-14,Zomato,Chicken Biryani,2,280,0.0,560.0,28.0,588.0,UPI
115494,2025-11-14 20:55:00,2025-11-14,Zomato,Butter Chicken,1,320,0.0,320.0,16.0,336.0,Card
115494,2025-11-14 20:55:00,2025-11-14,Zomato,Mutton Biryani,1,360,20.0,340.0,17.0,357.0,Card
115495,2025-11-14 21:09:00,2025-11-14,Dine-in,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,UPI
115495,2025-11-14 21:09:00,2025-11-14,Dine-in,Paneer Butter Masala,1,260,20.0,240.0,12.0,252.0,UPI
115496,2025-11-14 19:35:00,2025-11-14,Takeaway,Veg Biryani,1,220,0.0,220.0,11.0,231.0,UPI
115496,2025-11-14 19:35:00,2025-11-14,Takeaway,Mutton Biryani,2,360,20.0,700.0,35.0,735.0,UPI
115497,2025-11-14 16:07:00,2025-11-14,Swiggy,Garlic Naan,1,70,0.0,70.0,3.5,73.5,Card
115497,2025-11-14 16:07:00,2025-11-14,Swiggy,Veg Biryani,1,220,0.0,220.0,11.0,231.0,Cash
115498,2025-11-14 20:52:00,2025-11-14,Swiggy,Chicken Biryani,2,280,0.0,560.0,28.0,588.0,UPI
115498,2025-11-14 20:52:00,2025-11-14,Swiggy,Veg Biryani,1,220,0.0,220.0,11.0,231.0,Cash
115498,2025-11-14 20:52:00,2025-11-14,Swiggy,Butter Chicken,1,320,10.0,310.0,15.5,325.5,UPI
115499,2025-11-14 19:47:00,2025-11-14,Swiggy,Garlic Naan,1,70,0.0,70.0,3.5,73.5,Cash
115499,2025-11-14 19:47:00,2025-11-14,Swiggy,Butter Chicken,1,320,10.0,310.0,15.5,325.5,Card
115500,2025-11-14 13:36:00,2025-11-14,Takeaway,Chicken Biryani,2,280,20.0,540.0,27.0,567.0,UPI
115501,2025-11-14 20:03:00,2025-11-14,Zomato,Butter Chicken,1,320,30.0,290.0,14.5,304.5,UPI
115501,2025-11-14 20:03:00,2025-11-14,Zomato,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,Card
115502,2025-11-14 17:01:00,2025-11-14,Takeaway,Garlic Naan,1,70,10.5,59.5,2.98,62.48,Card
115503,2025-11-14 17:10:00,2025-11-14,Zomato,Garlic Naan,1,70,0.0,70.0,3.5,73.5,Card
115503,2025-11-14 17:10:00,2025-11-14,Zomato,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,UPI
115504,2025-11-14 19:13:00,2025-11-14,Swiggy,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,UPI
115505,2025-11-14 22:29:00,2025-11-14,Swiggy,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,Cash
115505,2025-11-14 22:29:00,2025-11-14,Swiggy,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,UPI
115506,2025-11-14 16:40:00,2025-11-14,Dine-in,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Card
115507,2025-11-14 16:58:00,2025-11-14,Dine-in,Garlic Naan,1,70,0.0,70.0,3.5,73.5,Card
115507,2025-11-14 16:58:00,2025-11-14,Dine-in,Butter Chicken,1,320,0.0,320.0,16.0,336.0,UPI
115507,2025-11-14 16:58:00,2025-11-14,Dine-in,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Card
115508,2025-11-14 20:13:00,2025-11-14,Takeaway,Chicken Biryani,2,280,0.0,560.0,28.0,588.0,UPI
115509,2025-11-14 21:16:00,2025-11-14,Dine-in,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,UPI
115509,2025-11-14 21:16:00,2025-11-14,Dine-in,Paneer Tikka,1,240,0.0,240.0,12.0,252.0,Card
115510,2025-11-14 17:46:00,2025-11-14,Dine-in,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,UPI
115510,2025-11-14 17:46:00,2025-11-14,Dine-in,Masala Dosa,1,140,0.0,140.0,7.0,147.0,Card
115511,2025-11-14 21:08:00,2025-11-14,Takeaway,Veg Biryani,2,220,0.0,440.0,22.0,462.0,UPI
115511,2025-11-14 21:08:00,2025-11-14,Takeaway,Chicken Biryani,1,280,10.0,270.0,13.5,283.5,UPI
115512,2025-11-14 18:55:00,2025-11-14,Swiggy,Chicken Biryani,2,280,0.0,560.0,28.0,588.0,UPI
115513,2025-11-14 16:23:00,2025-11-14,Swiggy,Veg Biryani,2,220,0.0,440.0,22.0,462.0,Card
115514,2025-11-14 12:22:00,2025-11-14,Swiggy,Paneer Tikka,1,240,0.0,240.0,12.0,252.0,Card
115515,2025-11-14 22:12:00,2025-11-14,Dine-in,Butter Chicken,1,320,30.0,290.0,14.5,304.5,UPI
115516,2025-11-14 19:29:00,2025-11-14,Dine-in,Masala Dosa,2,140,0.0,280.0,14.0,294.0,UPI
115516,2025-11-14 19:29:00,2025-11-14,Dine-in,Garlic Naan,1,70,0.0,70.0,3.5,73.5,Card
115517,2025-11-14 18:20:00,2025-11-14,Dine-in,Masala Dosa,1,140,0.0,140.0,7.0,147.0,UPI
115517,2025-11-14 18:20:00,2025-11-14,Dine-in,Garlic Naan,1,70,0.0,70.0,3.5,73.5,Card
115518,2025-11-14 16:49:00,2025-11-14,Takeaway,Lime Soda,1,80,0.0,80.0,4.0,84.0,UPI
115519,2025-11-14 19:33:00,2025-11-14,Swiggy,Lime Soda,1,80,0.0,80.0,4.0,84.0,Cash
115519,2025-11-14 19:33:00,2025-11-14,Swiggy,Veg Biryani,2,220,10.0,430.0,21.5,451.5,Card
115520,2025-11-14 18:42:00,2025-11-14,Dine-in,Paneer Tikka,1,240,0.0,240.0,12.0,252.0,UPI
115520,2025-11-14 18:42:00,2025-11-14,Dine-in,Veg Biryani,1,220,0.0,220.0,11.0,231.0,Card
115520,2025-11-14 18:42:00,2025-11-14,Dine-in,Masala Dosa,1,140,0.0,140.0,7.0,147.0,Card
115521,2025-11-14 19:09:00,2025-11-14,Takeaway,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Cash
115522,2025-11-14 22:18:00,2025-11-14,Dine-in,Chicken Biryani,2,280,0.0,560.0,28.0,588.0,UPI
115522,2025-11-14 22:18:00,2025-11-14,Dine-in,Veg Biryani,1,220,0.0,220.0,11.0,231.0,UPI
115522,2025-11-14 22:18:00,2025-11-14,Dine-in,Paneer Butter Masala,1,260,0.0,260.0,13.0,273.0,UPI
115522,2025-11-14 22:18:00,2025-11-14,Dine-in,Butter Chicken,1,320,0.0,320.0,16.0,336.0,Cash
115523,2025-11-14 13:11:00,2025-11-14,Swiggy,Garlic Naan,1,70,0.0,70.0,3.5,73.5,UPI
115523,2025-11-14 13:11:00,2025-11-14,Swiggy,Gulab Jamun,1,90,0.0,90.0,4.5,94.5,Cash
115524,2025-11-14 15:56:00,2025-11-14,Swiggy,Chicken Biryani,2,280,0.0,560.0,28.0,588.0,Card
115525,2025-11-14 21:23:00,2025-11-14,Zomato,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Cash
115525,2025-11-14 21:23:00,2025-11-14,Zomato,Masala Dosa,1,140,0.0,140.0,7.0,147.0,UPI
115526,2025-11-14 22:20:00,2025-11-14,Zomato,Butter Chicken,1,320,0.0,320.0,16.0,336.0,UPI
115527,2025-11-14 21:38:00,2025-11-14,Dine-in,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Card
115527,2025-11-14 21:38:00,2025-11-14,Dine-in,Masala Dosa,1,140,0.0,140.0,7.0,147.0,Card
115528,2025-11-14 12:47:00,2025-11-14,Dine-in,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,UPI
115529,2025-11-14 18:48:00,2025-11-14,Dine-in,Garlic Naan,2,70,0.0,140.0,7.0,147.0,UPI
115529,2025-11-14 18:48:00,2025-11-14,Dine-in,Butter Chicken,1,320,20.0,300.0,15.0,315.0,Cash
115530,2025-11-14 15:47:00,2025-11-14,Takeaway,Paneer Butter Masala,1,260,0.0,260.0,13.0,273.0,UPI
115530,2025-11-14 15:47:00,2025-11-14,Takeaway,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Cash
115531,2025-11-14 21:54:00,2025-11-14,Zomato,Paneer Tikka,1,240,10.0,230.0,11.5,241.5,Card
115531,2025-11-14 21:54:00,2025-11-14,Zomato,Butter Chicken,1,320,10.0,310.0,15.5,325.5,Card
115532,2025-11-14 20:40:00,2025-11-14,Dine-in,Masala Dosa,1,140,10.0,130.0,6.5,136.5,UPI
115532,2025-11-14 20:40:00,2025-11-14,Dine-in,Lime Soda,1,80,0.0,80.0,4.0,84.0,UPI
115532,2025-11-14 20:40:00,2025-11-14,Dine-in,Garlic Naan,1,70,0.0,70.0,3.5,73.5,UPI
115532,2025-11-14 20:40:00,2025-11-14,Dine-in,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,UPI
115533,2025-11-14 19:41:00,2025-11-14,Swiggy,Veg Biryani,3,220,0.0,660.0,33.0,693.0,UPI
115533,2025-11-14 19:41:00,2025-11-14,Swiggy,Lime Soda,1,80,0.0,80.0,4.0,84.0,UPI
115534,2025-11-14 20:16:00,2025-11-14,Swiggy,Paneer Butter Masala,1,260,10.0,250.0,12.5,262.5,Card
115534,2025-11-14 20:16:00,2025-11-14,Swiggy,Chicken Biryani,2,280,0.0,560.0,28.0,588.0,UPI
115535,2025-11-14 18:52:00,2025-11-14,Swiggy,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Card
115535,2025-11-14 18:52:00,2025-11-14,Swiggy,Paneer Butter Masala,1,260,0.0,260.0,13.0,273.0,UPI
115536,2025-11-14 18:43:00,2025-11-14,Dine-in,Masala Dosa,1,140,0.0,140.0,7.0,147.0,Card
115536,2025-11-14 18:43:00,2025-11-14,Dine-in,Chicken Biryani,1,280,20.0,260.0,13.0,273.0,UPI
115537,2025-11-14 15:36:00,2025-11-14,Swiggy,Masala Dosa,1,140,0.0,140.0,7.0,147.0,UPI
115537,2025-11-14 15:36:00,2025-11-14,Swiggy,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,UPI
115538,2025-11-14 19:55:00,2025-11-14,Swiggy,Mutton Biryani,1,360,10.0,350.0,17.5,367.5,UPI
115538,2025-11-14 19:55:00,2025-11-14,Swiggy,Butter Chicken,1,320,0.0,320.0,16.0,336.0,Card
115539,2025-11-14 18:36:00,2025-11-14,Takeaway,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Card
115539,2025-11-14 18:36:00,2025-11-14,Takeaway,Veg Biryani,2,220,0.0,440.0,22.0,462.0,UPI
115539,2025-11-14 18:36:00,2025-11-14,Takeaway,Garlic Naan,1,70,0.0,70.0,3.5,73.5,Cash
115540,2025-11-14 17:10:00,2025-11-14,Takeaway,Paneer Butter Masala,1,260,10.0,250.0,12.5,262.5,UPI
115540,2025-11-14 17:10:00,2025-11-14,Takeaway,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Card
115541,2025-11-14 15:08:00,2025-11-14,Zomato,Chicken Biryani,2,280,0.0,560.0,28.0,588.0,UPI
115542,2025-11-14 20:32:00,2025-11-14,Dine-in,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,UPI
115543,2025-11-14 16:10:00,2025-11-14,Swiggy,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,UPI
115544,2025-11-14 19:49:00,2025-11-14,Swiggy,Chicken Biryani,1,280,10.0,270.0,13.5,283.5,UPI
115545,2025-11-14 21:35:00,2025-11-14,Dine-in,Butter Chicken,1,320,0.0,320.0,16.0,336.0,UPI
115545,2025-11-14 21:35:00,2025-11-14,Dine-in,Paneer Tikka,1,240,20.0,220.0,11.0,231.0,Card
115545,2025-11-14 21:35:00,2025-11-14,Dine-in,Masala Dosa,1,140,0.0,140.0,7.0,147.0,Card
115546,2025-11-14 22:57:00,2025-11-14,Takeaway,Garlic Naan,1,70,0.0,70.0,3.5,73.5,UPI
115547,2025-11-14 21:57:00,2025-11-14,Dine-in,Butter Chicken,1,320,0.0,320.0,16.0,336.0,UPI
115547,2025-11-14 21:57:00,2025-11-14,Dine-in,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,Cash
115548,2025-11-14 20:45:00,2025-11-14,Dine-in,Paneer Tikka,1,240,0.0,240.0,12.0,252.0,Card
115549,2025-11-14 12:11:00,2025-11-14,Dine-in,Garlic Naan,1,70,0.0,70.0,3.5,73.5,UPI
115550,2025-11-14 21:43:00,2025-11-14,Zomato,Garlic Naan,1,70,0.0,70.0,3.5,73.5,Card
115551,2025-11-14 20:10:00,2025-11-14,Swiggy,Lime Soda,2,80,20.0,140.0,7.0,147.0,UPI
115551,2025-11-14 20:10:00,2025-11-14,Swiggy,Butter Chicken,1,320,0.0,320.0,16.0,336.0,UPI
115551,2025-11-14 20:10:00,2025-11-14,Swiggy,Mutton Biryani,1,360,20.0,340.0,17.0,357.0,UPI
115551,2025-11-14 20:10:00,2025-11-14,Swiggy,Masala Dosa,1,140,0.0,140.0,7.0,147.0,UPI
115552,2025-11-14 19:25:00,2025-11-14,Dine-in,Butter Chicken,1,320,10.0,310.0,15.5,325.5,UPI
115552,2025-11-14 19:25:00,2025-11-14,Dine-in,Paneer Tikka,1,240,0.0,240.0,12.0,252.0,UPI
115553,2025-11-14 14:38:00,2025-11-14,Takeaway,Butter Chicken,2,320,0.0,640.0,32.0,672.0,Card
115553,2025-11-14 14:38:00,2025-11-14,Takeaway,Garlic Naan,1,70,0.0,70.0,3.5,73.5,UPI
115554,2025-11-14 17:51:00,2025-11-14,Dine-in,Chicken Biryani,2,280,0.0,560.0,28.0,588.0,UPI
115554,2025-11-14 17:51:00,2025-11-14,Dine-in,Masala Dosa,1,140,0.0,140.0,7.0,147.0,Card
115554,2025-11-14 17:51:00,2025-11-14,Dine-in,Garlic Naan,3,70,20.0,190.0,9.5,199.5,Card
115555,2025-11-14 20:40:00,2025-11-14,Dine-in,Veg Biryani,1,220,0.0,220.0,11.0,231.0,Card
115556,2025-11-14 21:40:00,2025-11-14,Dine-in,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Cash
115556,2025-11-14 21:40:00,2025-11-14,Dine-in,Veg Biryani,1,220,0.0,220.0,11.0,231.0,UPI
115556,2025-11-14 21:40:00,2025-11-14,Dine-in,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,UPI
115557,2025-11-14 19:53:00,2025-11-14,Swiggy,Chicken Biryani,2,280,0.0,560.0,28.0,588.0,UPI
115557,2025-11-14 19:53:00,2025-11-14,Swiggy,Butter Chicken,1,320,10.0,310.0,15.5,325.5,Card
115558,2025-11-14 20:35:00,2025-11-14,Swiggy,Masala Dosa,3,140,0.0,420.0,21.0,441.0,Card
115558,2025-11-14 20:35:00,2025-11-14,Swiggy,Butter Chicken,1,320,0.0,320.0,16.0,336.0,Card
115559,2025-11-14 19:32:00,2025-11-14,Swiggy,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Card
115559,2025-11-14 19:32:00,2025-11-14,Swiggy,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,UPI
115560,2025-11-14 11:54:00,2025-11-14,Dine-in,Butter Chicken,1,320,10.0,310.0,15.5,325.5,UPI
115560,2025-11-14 11:54:00,2025-11-14,Dine-in,Chicken Biryani,1,280,20.0,260.0,13.0,273.0,Card
115561,2025-11-14 21:44:00,2025-11-14,Zomato,Paneer Tikka,1,240,10.0,230.0,11.5,241.5,UPI
115562,2025-11-14 12:38:00,2025-11-14,Dine-in,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,UPI
115562,2025-11-14 12:38:00,2025-11-14,Dine-in,Butter Chicken,1,320,0.0,320.0,16.0,336.0,Cash
115562,2025-11-14 12:38:00,2025-11-14,Dine-in,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,Cash
115563,2025-11-14 22:21:00,2025-11-14,Zomato,Paneer Tikka,1,240,0.0,240.0,12.0,252.0,Card
115564,2025-11-14 12:02:00,2025-11-14,Dine-in,Paneer Butter Masala,1,260,0.0,260.0,13.0,273.0,Cash
115565,2025-11-14 14:16:00,2025-11-14,Takeaway,Mutton Biryani,1,360,20.0,340.0,17.0,357.0,UPI
115565,2025-11-14 14:16:00,2025-11-14,Takeaway,Paneer Tikka,1,240,0.0,240.0,12.0,252.0,UPI
115566,2025-11-14 18:11:00,2025-11-14,Zomato,Chicken Biryani,1,280,10.0,270.0,13.5,283.5,Card
115567,2025-11-14 13:10:00,2025-11-14,Dine-in,Mutton Biryani,2,360,0.0,720.0,36.0,756.0,UPI
115567,2025-11-14 13:10:00,2025-11-14,Dine-in,Masala Dosa,1,140,0.0,140.0,7.0,147.0,UPI
115568,2025-11-14 19:28:00,2025-11-14,Dine-in,Paneer Butter Masala,1,260,0.0,260.0,13.0,273.0,Cash
115569,2025-11-14 19:54:00,2025-11-14,Takeaway,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Cash
115569,2025-11-14 19:54:00,2025-11-14,Takeaway,Butter Chicken,1,320,0.0,320.0,16.0,336.0,UPI
115570,2025-11-14 16:53:00,2025-11-14,Dine-in,Gulab Jamun,1,90,0.0,90.0,4.5,94.5,Card
115570,2025-11-14 16:53:00,2025-11-14,Dine-in,Masala Dosa,1,140,20.0,120.0,6.0,126.0,Cash
115571,2025-11-14 18:17:00,2025-11-14,Swiggy,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,UPI
115572,2025-11-14 16:47:00,2025-11-14,Swiggy,Garlic Naan,2,70,0.0,140.0,7.0,147.0,Cash
115573,2025-11-14 14:32:00,2025-11-14,Swiggy,Butter Chicken,1,320,0.0,320.0,16.0,336.0,UPI
115573,2025-11-14 14:32:00,2025-11-14,Swiggy,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Cash
115574,2025-11-14 15:09:00,2025-11-14,Dine-in,Garlic Naan,1,70,0.0,70.0,3.5,73.5,Card
115575,2025-11-14 15:35:00,2025-11-14,Takeaway,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,UPI
115575,2025-11-14 15:35:00,2025-11-14,Takeaway,Garlic Naan,1,70,0.0,70.0,3.5,73.5,Card
115575,2025-11-14 15:35:00,2025-11-14,Takeaway,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,UPI
115576,2025-11-14 21:08:00,2025-11-14,Dine-in,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,UPI
115576,2025-11-14 21:08:00,2025-11-14,Dine-in,Paneer Butter Masala,1,260,0.0,260.0,13.0,273.0,UPI
115576,2025-11-14 21:08:00,2025-11-14,Dine-in,Lime Soda,3,80,0.0,240.0,12.0,252.0,Cash
